seq	abundance	similarity
M00967_43_000000000-A3JHG_1_2108_11093_2438	1	132
M00967_43_000000000-A3JHG_1_1102_15023_18721	1	140
M00967_43_000000000-A3JHG_1_1106_12985_18717	1	20
M00967_43_000000000-A3JHG_1_1114_4589_15830	1	196
M00967_43_000000000-A3JHG_1_2104_17499_13661	1	1248
M00967_43_000000000-A3JHG_1_2114_19928_18700	2	131
M00967_43_000000000-A3JHG_1_1114_27712_20144	1	66
M00967_43_000000000-A3JHG_1_2113_26104_14260	1	78
M00967_43_000000000-A3JHG_1_1108_17893_13433	1	28
M00967_43_000000000-A3JHG_1_2110_18938_20297	1	196
M00967_43_000000000-A3JHG_1_1105_23520_22977	1	25
M00967_43_000000000-A3JHG_1_1110_11891_7481	1	78
M00967_43_000000000-A3JHG_1_1108_20465_26594	1	179
M00967_43_000000000-A3JHG_1_1109_12018_14162	1	1123
M00967_43_000000000-A3JHG_1_1113_10023_8794	1	984
M00967_43_000000000-A3JHG_1_1110_23058_17463	1	180
M00967_43_000000000-A3JHG_1_2104_10452_21799	1	776
M00967_43_000000000-A3JHG_1_2109_8013_19619	1	49
M00967_43_000000000-A3JHG_1_1114_4691_19818	1	293
M00967_43_000000000-A3JHG_1_2110_18748_7665	1	91
M00967_43_000000000-A3JHG_1_2112_12368_27092	1	39
M00967_43_000000000-A3JHG_1_1108_29635_15848	1	0
M00967_43_000000000-A3JHG_1_2114_17435_3730	1	84
M00967_43_000000000-A3JHG_1_1110_23524_13321	1	441
M00967_43_000000000-A3JHG_1_2104_11966_3894	1	1285
M00967_43_000000000-A3JHG_1_2110_25200_15070	1	97
M00967_43_000000000-A3JHG_1_2101_24808_8326	1	110
M00967_43_000000000-A3JHG_1_1105_4377_13492	1	1203
M00967_43_000000000-A3JHG_1_1112_5075_11693	662	37
M00967_43_000000000-A3JHG_1_1105_25794_16289	1	83
M00967_43_000000000-A3JHG_1_1111_2640_11752	1	519
M00967_43_000000000-A3JHG_1_2107_21300_25244	215	98
M00967_43_000000000-A3JHG_1_1111_21764_16830	1	99
M00967_43_000000000-A3JHG_1_2105_21541_25867	3	55
M00967_43_000000000-A3JHG_1_2102_22033_24255	2	167
M00967_43_000000000-A3JHG_1_2105_14352_12878	1	35
M00967_43_000000000-A3JHG_1_1114_10510_24245	1	505
M00967_43_000000000-A3JHG_1_1112_4822_7534	1	1282
M00967_43_000000000-A3JHG_1_1107_18624_28109	1	922
M00967_43_000000000-A3JHG_1_2107_19178_2710	1	142
M00967_43_000000000-A3JHG_1_2109_8793_11645	1	89
M00967_43_000000000-A3JHG_1_2103_24853_21800	1	952
M00967_43_000000000-A3JHG_1_1114_29271_13552	1	118
M00967_43_000000000-A3JHG_1_1112_15316_20405	1	69
M00967_43_000000000-A3JHG_1_1112_17047_2927	1	64
M00967_43_000000000-A3JHG_1_1103_23934_12252	1	1385
M00967_43_000000000-A3JHG_1_1112_7103_12602	1	20
M00967_43_000000000-A3JHG_1_2103_19319_16434	1	86
M00967_43_000000000-A3JHG_1_2105_13262_1823	1	93
M00967_43_000000000-A3JHG_1_1101_8380_9580	1	268
M00967_43_000000000-A3JHG_1_1113_9292_12678	1	24
M00967_43_000000000-A3JHG_1_1106_28120_9712	1	1406
M00967_43_000000000-A3JHG_1_1113_10632_18242	1	1587
M00967_43_000000000-A3JHG_1_1102_16216_2553	1	3
M00967_43_000000000-A3JHG_1_2102_20333_21381	1	3
M00967_43_000000000-A3JHG_1_1110_19675_19845	1	40
M00967_43_000000000-A3JHG_1_2105_11610_17016	6	1524
M00967_43_000000000-A3JHG_1_1114_11816_11809	2	922
M00967_43_000000000-A3JHG_1_1113_23411_21812	2	268
M00967_43_000000000-A3JHG_1_1101_10933_20779	1	8
M00967_43_000000000-A3JHG_1_2108_5647_16352	1	231
M00967_43_000000000-A3JHG_1_2114_12663_19501	1	941
M00967_43_000000000-A3JHG_1_2105_17655_17900	1	818
M00967_43_000000000-A3JHG_1_1112_19865_8561	120	1090
M00967_43_000000000-A3JHG_1_2101_23754_12682	1	128
M00967_43_000000000-A3JHG_1_2106_24634_6742	1	128
M00967_43_000000000-A3JHG_1_2101_11459_15089	4	74
M00967_43_000000000-A3JHG_1_1114_12103_25200	1	10
M00967_43_000000000-A3JHG_1_1114_12727_26599	1	489
M00967_43_000000000-A3JHG_1_2113_26345_15091	1	48
M00967_43_000000000-A3JHG_1_1101_18919_28391	1	139
M00967_43_000000000-A3JHG_1_1107_17385_19345	1	826
M00967_43_000000000-A3JHG_1_1104_6084_9369	1	195
M00967_43_000000000-A3JHG_1_1114_16293_24757	1	771
M00967_43_000000000-A3JHG_1_2104_18802_8212	1	103
M00967_43_000000000-A3JHG_1_2114_12442_27655	1	155
M00967_43_000000000-A3JHG_1_2110_7784_6986	1	462
M00967_43_000000000-A3JHG_1_1102_18646_6536	1	353
M00967_43_000000000-A3JHG_1_2106_17143_24631	1	29
M00967_43_000000000-A3JHG_1_1105_4527_9783	1	819
M00967_43_000000000-A3JHG_1_1114_14121_25918	1	707
M00967_43_000000000-A3JHG_1_2105_24860_23699	1	44
M00967_43_000000000-A3JHG_1_1103_16019_11225	1	477
M00967_43_000000000-A3JHG_1_2102_6782_20432	29	1078
M00967_43_000000000-A3JHG_1_1104_12871_26126	1	37
M00967_43_000000000-A3JHG_1_1111_11619_23212	1	908
M00967_43_000000000-A3JHG_1_1110_21288_21034	1	24
M00967_43_000000000-A3JHG_1_1101_10822_21737	1	38
M00967_43_000000000-A3JHG_1_2109_9482_20322	1	1399
M00967_43_000000000-A3JHG_1_1109_17011_11162	1	46
M00967_43_000000000-A3JHG_1_2102_23184_17816	1	23
M00967_43_000000000-A3JHG_1_1109_16983_1904	1	179
M00967_43_000000000-A3JHG_1_2101_12032_20476	1	15
M00967_43_000000000-A3JHG_1_2103_26343_17430	1	64
M00967_43_000000000-A3JHG_1_2105_9025_16061	1	506
M00967_43_000000000-A3JHG_1_1113_26036_9555	1	325
M00967_43_000000000-A3JHG_1_1104_26361_7589	1	411
M00967_43_000000000-A3JHG_1_1114_9300_26223	1	539
M00967_43_000000000-A3JHG_1_2101_10510_3222	1	382
M00967_43_000000000-A3JHG_1_1106_28402_17079	1	900
M00967_43_000000000-A3JHG_1_1111_14494_19802	1	514
M00967_43_000000000-A3JHG_1_2106_9816_9597	1	1303
M00967_43_000000000-A3JHG_1_1105_17707_24225	1	967
M00967_43_000000000-A3JHG_1_1107_24317_8505	1	9
M00967_43_000000000-A3JHG_1_1111_11926_25356	1	73
M00967_43_000000000-A3JHG_1_1110_21712_25652	1	1112
M00967_43_000000000-A3JHG_1_2106_14569_2719	1	625
M00967_43_000000000-A3JHG_1_1106_8749_23339	1	98
M00967_43_000000000-A3JHG_1_2111_21835_17223	1	92
M00967_43_000000000-A3JHG_1_2103_16275_8495	2	1394
M00967_43_000000000-A3JHG_1_1113_14642_3477	15	121
M00967_43_000000000-A3JHG_1_1105_11157_16891	1	77
M00967_43_000000000-A3JHG_1_1107_20413_4426	1	242
M00967_43_000000000-A3JHG_1_1113_5486_18072	1	9
M00967_43_000000000-A3JHG_1_1101_13772_8789	1	66
M00967_43_000000000-A3JHG_1_2111_23659_16141	1	1261
M00967_43_000000000-A3JHG_1_1109_24679_16940	1	1251
M00967_43_000000000-A3JHG_1_2104_9749_9923	1	1124
M00967_43_000000000-A3JHG_1_2109_23117_11899	1	305
M00967_43_000000000-A3JHG_1_2109_23977_16455	1	186
M00967_43_000000000-A3JHG_1_2106_16987_8491	1	79
M00967_43_000000000-A3JHG_1_1109_16776_18718	1	37
M00967_43_000000000-A3JHG_1_1109_8229_22954	1	1287
M00967_43_000000000-A3JHG_1_1106_14088_13198	22	49
M00967_43_000000000-A3JHG_1_2112_23102_17134	2	271
M00967_43_000000000-A3JHG_1_1104_10532_10109	1	1441
M00967_43_000000000-A3JHG_1_1111_16971_16405	1	31
M00967_43_000000000-A3JHG_1_1106_3789_8994	1	1473
M00967_43_000000000-A3JHG_1_1113_15943_8515	1	58
M00967_43_000000000-A3JHG_1_1106_13004_13399	1	65
M00967_43_000000000-A3JHG_1_1107_7593_16091	1	1124
M00967_43_000000000-A3JHG_1_1106_18901_17496	1	279
M00967_43_000000000-A3JHG_1_1102_25784_8928	1	88
M00967_43_000000000-A3JHG_1_2111_25643_23091	1	102
M00967_43_000000000-A3JHG_1_2112_21238_8931	1	47
M00967_43_000000000-A3JHG_1_1110_8139_22513	1	1036
M00967_43_000000000-A3JHG_1_2103_15619_21497	1	65
M00967_43_000000000-A3JHG_1_1103_15667_24356	1	103
M00967_43_000000000-A3JHG_1_2110_22488_17083	1	5
M00967_43_000000000-A3JHG_1_2104_13820_7753	2	506
M00967_43_000000000-A3JHG_1_1110_9842_11842	1	112
M00967_43_000000000-A3JHG_1_1101_12563_12474	1	923
M00967_43_000000000-A3JHG_1_1109_10895_11593	1	393
M00967_43_000000000-A3JHG_1_1112_24653_17393	1	1236
M00967_43_000000000-A3JHG_1_1107_25584_8069	2	98
M00967_43_000000000-A3JHG_1_1106_5482_14269	1	605
M00967_43_000000000-A3JHG_1_1111_23946_7133	3	194
M00967_43_000000000-A3JHG_1_1107_18259_19983	1	56
M00967_43_000000000-A3JHG_1_2114_15289_16940	284	49
M00967_43_000000000-A3JHG_1_2104_17293_15363	1	1414
M00967_43_000000000-A3JHG_1_1104_23401_5996	1	61
M00967_43_000000000-A3JHG_1_2105_7569_10483	1	130
M00967_43_000000000-A3JHG_1_1102_14867_15813	1	283
M00967_43_000000000-A3JHG_1_2105_14490_16466	1	113
M00967_43_000000000-A3JHG_1_2103_15972_22750	1	64
M00967_43_000000000-A3JHG_1_1107_20180_8717	2	102
M00967_43_000000000-A3JHG_1_1113_20781_21783	2	350
M00967_43_000000000-A3JHG_1_2105_28484_14172	1	18
M00967_43_000000000-A3JHG_1_2114_19253_9244	5	46
M00967_43_000000000-A3JHG_1_1106_9614_18858	5	7
M00967_43_000000000-A3JHG_1_2111_24419_6932	1	2
M00967_43_000000000-A3JHG_1_2106_6299_15590	1	26
M00967_43_000000000-A3JHG_1_2108_12162_26108	1	102
M00967_43_000000000-A3JHG_1_1113_27512_7952	1	0
M00967_43_000000000-A3JHG_1_1110_7961_4873	1	1382
M00967_43_000000000-A3JHG_1_2108_24496_18837	1	210
M00967_43_000000000-A3JHG_1_2106_9703_13699	3	784
M00967_43_000000000-A3JHG_1_1101_25141_23745	1	89
M00967_43_000000000-A3JHG_1_1103_19404_18030	1	1328
M00967_43_000000000-A3JHG_1_1106_16923_19736	1	195
M00967_43_000000000-A3JHG_1_1101_24669_7690	1	290
M00967_43_000000000-A3JHG_1_1103_20316_4846	1	28
M00967_43_000000000-A3JHG_1_2106_8238_14578	1	255
M00967_43_000000000-A3JHG_1_2105_10393_24868	1	1036
M00967_43_000000000-A3JHG_1_2107_10624_8294	1	61
M00967_43_000000000-A3JHG_1_2104_10634_4404	1	576
M00967_43_000000000-A3JHG_1_2110_5979_20369	1	842
M00967_43_000000000-A3JHG_1_2107_13625_14213	1	47
M00967_43_000000000-A3JHG_1_1112_6884_12505	1	8
M00967_43_000000000-A3JHG_1_2114_17595_7371	1	5
M00967_43_000000000-A3JHG_1_2103_27957_9304	1	37
M00967_43_000000000-A3JHG_1_1114_9063_26802	1	717
M00967_43_000000000-A3JHG_1_2109_6593_12645	1	652
M00967_43_000000000-A3JHG_1_1111_10467_21829	1	2
M00967_43_000000000-A3JHG_1_2112_9189_24593	1	279
M00967_43_000000000-A3JHG_1_2109_11129_22361	1	1268
M00967_43_000000000-A3JHG_1_1110_8650_8951	1	58
M00967_43_000000000-A3JHG_1_2111_23252_3859	1	9
M00967_43_000000000-A3JHG_1_1111_13801_12713	1	82
M00967_43_000000000-A3JHG_1_2102_25334_14962	1	1508
M00967_43_000000000-A3JHG_1_1105_9698_19968	1	825
M00967_43_000000000-A3JHG_1_1105_17602_8360	1	991
M00967_43_000000000-A3JHG_1_1112_9136_11732	9	952
M00967_43_000000000-A3JHG_1_1112_28481_16933	1	43
M00967_43_000000000-A3JHG_1_1105_17731_13471	1	71
M00967_43_000000000-A3JHG_1_2101_18911_11679	1	47
M00967_43_000000000-A3JHG_1_1106_16931_2891	1	328
M00967_43_000000000-A3JHG_1_2112_12967_26974	1	882
M00967_43_000000000-A3JHG_1_1105_5407_13877	1	1132
M00967_43_000000000-A3JHG_1_1104_21233_13661	1	71
M00967_43_000000000-A3JHG_1_1103_22959_9703	3	410
M00967_43_000000000-A3JHG_1_2113_15389_1971	1	724
M00967_43_000000000-A3JHG_1_2113_21108_21911	1	369
M00967_43_000000000-A3JHG_1_1102_14372_24400	1	98
M00967_43_000000000-A3JHG_1_1108_16280_17780	1	118
M00967_43_000000000-A3JHG_1_1108_24309_4464	2	68
M00967_43_000000000-A3JHG_1_1109_13116_21221	1	89
M00967_43_000000000-A3JHG_1_1102_23394_11339	14	3
M00967_43_000000000-A3JHG_1_1114_23764_4949	1	953
M00967_43_000000000-A3JHG_1_2109_25494_14335	1	63
M00967_43_000000000-A3JHG_1_1112_2494_19032	1	108
M00967_43_000000000-A3JHG_1_2107_9673_4840	1	256
M00967_43_000000000-A3JHG_1_2105_6587_11843	1	18
M00967_43_000000000-A3JHG_1_1102_18014_3868	1	1533
M00967_43_000000000-A3JHG_1_2112_8084_17449	1	72
M00967_43_000000000-A3JHG_1_2114_15582_14083	1	55
M00967_43_000000000-A3JHG_1_1103_20602_18903	4	109
M00967_43_000000000-A3JHG_1_1110_18893_2733	1	1247
M00967_43_000000000-A3JHG_1_1109_23772_23226	1	101
M00967_43_000000000-A3JHG_1_1108_8916_13930	1	149
M00967_43_000000000-A3JHG_1_2108_11266_26488	1	485
M00967_43_000000000-A3JHG_1_1111_20438_25176	1	75
M00967_43_000000000-A3JHG_1_1114_26313_11892	1	1130
M00967_43_000000000-A3JHG_1_2111_17317_20846	1	1130
M00967_43_000000000-A3JHG_1_2105_12425_10657	1	80
M00967_43_000000000-A3JHG_1_2102_23395_8265	1	11
M00967_43_000000000-A3JHG_1_2107_20384_13371	1	733
M00967_43_000000000-A3JHG_1_1109_16160_6312	1	278
M00967_43_000000000-A3JHG_1_2105_19743_4818	1	15
M00967_43_000000000-A3JHG_1_1101_5630_18226	1	73
M00967_43_000000000-A3JHG_1_2106_19195_17047	1	169
M00967_43_000000000-A3JHG_1_2101_15188_2990	1	81
M00967_43_000000000-A3JHG_1_1111_25488_13500	1	40
M00967_43_000000000-A3JHG_1_2101_14529_9829	1	45
M00967_43_000000000-A3JHG_1_1105_10249_3854	1	1418
M00967_43_000000000-A3JHG_1_1113_20559_27071	1	15
M00967_43_000000000-A3JHG_1_2106_12860_15848	1	37
M00967_43_000000000-A3JHG_1_2106_18831_14608	1	286
M00967_43_000000000-A3JHG_1_1112_2636_11926	1	178
M00967_43_000000000-A3JHG_1_2102_26951_10558	1	24
M00967_43_000000000-A3JHG_1_1106_11442_4004	1	7
M00967_43_000000000-A3JHG_1_1110_25695_23295	1	43
M00967_43_000000000-A3JHG_1_1107_17725_11061	1	0
M00967_43_000000000-A3JHG_1_1101_24286_25847	1	857
M00967_43_000000000-A3JHG_1_2102_19092_13463	1	27
M00967_43_000000000-A3JHG_1_1111_27126_14933	2	201
M00967_43_000000000-A3JHG_1_1111_3181_10819	1	136
M00967_43_000000000-A3JHG_1_2112_21017_5282	1	1254
M00967_43_000000000-A3JHG_1_1107_9689_25562	1	35
M00967_43_000000000-A3JHG_1_1111_6688_7174	1	29
M00967_43_000000000-A3JHG_1_1114_12539_8387	1	87
M00967_43_000000000-A3JHG_1_2108_26055_22224	1	346
M00967_43_000000000-A3JHG_1_1114_5902_6841	1	52
M00967_43_000000000-A3JHG_1_2109_19865_12817	1	140
M00967_43_000000000-A3JHG_1_1114_25946_5901	1	199
M00967_43_000000000-A3JHG_1_2109_12046_10548	1	825
M00967_43_000000000-A3JHG_1_1110_21618_3952	1	8
M00967_43_000000000-A3JHG_1_1110_7081_18090	1	76
M00967_43_000000000-A3JHG_1_1112_21304_11908	1	65
M00967_43_000000000-A3JHG_1_1111_10610_25683	1	104
M00967_43_000000000-A3JHG_1_2107_27584_20294	3	105
M00967_43_000000000-A3JHG_1_1103_13766_2196	1	207
M00967_43_000000000-A3JHG_1_1106_11204_19928	1	59
M00967_43_000000000-A3JHG_1_1110_13357_26002	1	61
M00967_43_000000000-A3JHG_1_1108_26491_6932	1	3
M00967_43_000000000-A3JHG_1_1108_23267_18662	1	958
M00967_43_000000000-A3JHG_1_1114_4709_17579	1	42
M00967_43_000000000-A3JHG_1_2101_22732_19895	1	48
M00967_43_000000000-A3JHG_1_2106_21773_20797	1	83
M00967_43_000000000-A3JHG_1_1110_10033_25797	1	34
M00967_43_000000000-A3JHG_1_1101_15101_15463	1790	58
M00967_43_000000000-A3JHG_1_1113_12909_9911	2	130
M00967_43_000000000-A3JHG_1_2106_3612_17436	1	820
M00967_43_000000000-A3JHG_1_1112_10349_23563	1	491
M00967_43_000000000-A3JHG_1_1106_22692_25076	1	1100
M00967_43_000000000-A3JHG_1_1114_19529_9571	1	292
M00967_43_000000000-A3JHG_1_1104_11533_4688	1	11
M00967_43_000000000-A3JHG_1_1109_13389_3946	2	1233
M00967_43_000000000-A3JHG_1_2107_25817_18096	1	119
M00967_43_000000000-A3JHG_1_2111_17223_18856	1	254
M00967_43_000000000-A3JHG_1_2108_10540_22555	1	1077
M00967_43_000000000-A3JHG_1_2104_18372_3993	1	23
M00967_43_000000000-A3JHG_1_1107_19152_22734	3	567
M00967_43_000000000-A3JHG_1_1105_21018_4980	1	35
M00967_43_000000000-A3JHG_1_1113_11281_2740	1	754
M00967_43_000000000-A3JHG_1_1111_12249_20696	4	86
M00967_43_000000000-A3JHG_1_1101_13569_8835	1	33
M00967_43_000000000-A3JHG_1_2111_13615_26147	1	305
M00967_43_000000000-A3JHG_1_1109_21097_16536	1	58
M00967_43_000000000-A3JHG_1_1109_3929_11517	1	939
M00967_43_000000000-A3JHG_1_2105_24350_21876	1	912
M00967_43_000000000-A3JHG_1_1106_18503_5345	1	219
M00967_43_000000000-A3JHG_1_2101_24471_17776	1	111
M00967_43_000000000-A3JHG_1_2111_23503_21648	1	958
M00967_43_000000000-A3JHG_1_1105_25896_21495	1	80
M00967_43_000000000-A3JHG_1_1104_8995_26747	4	25
M00967_43_000000000-A3JHG_1_1103_12856_8117	1	1051
M00967_43_000000000-A3JHG_1_1110_23132_8844	1	36
M00967_43_000000000-A3JHG_1_1113_22378_20142	1	446
M00967_43_000000000-A3JHG_1_2102_16231_3367	1	59
M00967_43_000000000-A3JHG_1_2111_2978_12196	1	771
M00967_43_000000000-A3JHG_1_1105_20038_16273	1	932
M00967_43_000000000-A3JHG_1_1113_27079_19971	1	85
M00967_43_000000000-A3JHG_1_2106_26944_7128	1	31
M00967_43_000000000-A3JHG_1_2114_23326_10761	1	774
M00967_43_000000000-A3JHG_1_1110_6432_14309	2	36
M00967_43_000000000-A3JHG_1_2102_10359_13979	1	29
M00967_43_000000000-A3JHG_1_1106_25263_13899	5	71
M00967_43_000000000-A3JHG_1_2111_15413_26029	1	52
M00967_43_000000000-A3JHG_1_1109_9786_4618	1	45
M00967_43_000000000-A3JHG_1_2101_14487_12914	1	281
M00967_43_000000000-A3JHG_1_1114_24430_24494	1	67
M00967_43_000000000-A3JHG_1_1103_13997_2433	1	26
M00967_43_000000000-A3JHG_1_2109_21394_5291	1	1514
M00967_43_000000000-A3JHG_1_2106_26507_9555	1	415
M00967_43_000000000-A3JHG_1_2104_10438_5040	1	215
M00967_43_000000000-A3JHG_1_1106_6166_18983	1	617
M00967_43_000000000-A3JHG_1_1113_17881_8378	1	21
M00967_43_000000000-A3JHG_1_1111_13331_24972	1	551
M00967_43_000000000-A3JHG_1_1108_18036_17144	3	185
M00967_43_000000000-A3JHG_1_1103_23698_7070	1	1399
M00967_43_000000000-A3JHG_1_2107_9753_12635	1	0
M00967_43_000000000-A3JHG_1_1101_10448_26534	1	1526
M00967_43_000000000-A3JHG_1_1111_9259_24166	1	41
M00967_43_000000000-A3JHG_1_1112_18347_11578	1	452
M00967_43_000000000-A3JHG_1_1106_23700_25892	1	14
M00967_43_000000000-A3JHG_1_2111_18665_11675	1	11
M00967_43_000000000-A3JHG_1_1113_6006_6881	1	56
M00967_43_000000000-A3JHG_1_2113_19949_12796	1	19
M00967_43_000000000-A3JHG_1_1114_29360_13207	1	67
M00967_43_000000000-A3JHG_1_1114_12920_22201	5	572
M00967_43_000000000-A3JHG_1_1112_21958_24384	1	108
M00967_43_000000000-A3JHG_1_1107_25041_9483	1	60
M00967_43_000000000-A3JHG_1_1111_13273_8966	1	2
M00967_43_000000000-A3JHG_1_1111_7861_11485	2	83
M00967_43_000000000-A3JHG_1_1110_8866_14450	1	113
M00967_43_000000000-A3JHG_1_2111_8811_7603	1	75
M00967_43_000000000-A3JHG_1_2109_20641_3820	1	36
M00967_43_000000000-A3JHG_1_1113_20194_5964	1	809
M00967_43_000000000-A3JHG_1_2111_22646_9351	1	1408
M00967_43_000000000-A3JHG_1_1109_4967_14989	2	0
M00967_43_000000000-A3JHG_1_1113_23583_9051	1	33
M00967_43_000000000-A3JHG_1_1111_25621_22536	1	1478
M00967_43_000000000-A3JHG_1_1111_14079_6425	1	69
M00967_43_000000000-A3JHG_1_1112_19916_7019	1	418
M00967_43_000000000-A3JHG_1_1109_27164_12348	11	61
M00967_43_000000000-A3JHG_1_1111_13155_22739	1	39
M00967_43_000000000-A3JHG_1_2104_22154_4269	1	47
M00967_43_000000000-A3JHG_1_2109_5236_8817	1	108
M00967_43_000000000-A3JHG_1_2102_21473_13591	1	102
M00967_43_000000000-A3JHG_1_1114_24072_21982	1	138
M00967_43_000000000-A3JHG_1_1102_25820_10666	1	119
M00967_43_000000000-A3JHG_1_1110_8787_19820	1	29
M00967_43_000000000-A3JHG_1_1107_19564_10017	1	389
M00967_43_000000000-A3JHG_1_2103_23963_25338	1	74
M00967_43_000000000-A3JHG_1_1107_20445_7565	1	1
M00967_43_000000000-A3JHG_1_1107_7233_11293	2	76
M00967_43_000000000-A3JHG_1_1102_4378_19154	1	954
M00967_43_000000000-A3JHG_1_2108_16090_14924	1	23
M00967_43_000000000-A3JHG_1_2101_19308_9238	1	1475
M00967_43_000000000-A3JHG_1_2112_9533_11116	3	1235
M00967_43_000000000-A3JHG_1_2101_19708_6270	2	48
M00967_43_000000000-A3JHG_1_1113_18071_2151	1	24
M00967_43_000000000-A3JHG_1_1101_14891_7613	1	21
M00967_43_000000000-A3JHG_1_2104_22295_25243	1	1066
M00967_43_000000000-A3JHG_1_1110_9231_19473	2	62
M00967_43_000000000-A3JHG_1_1112_27108_22117	1	1387
M00967_43_000000000-A3JHG_1_1108_6596_23090	1	697
M00967_43_000000000-A3JHG_1_1112_10951_9285	1	473
M00967_43_000000000-A3JHG_1_2103_11829_2106	1	868
M00967_43_000000000-A3JHG_1_1103_23739_14303	5	82
M00967_43_000000000-A3JHG_1_1113_15549_19353	1	56
M00967_43_000000000-A3JHG_1_1102_8746_14098	1	1102
M00967_43_000000000-A3JHG_1_2103_9505_21977	1	329
M00967_43_000000000-A3JHG_1_2107_14474_18647	1	130
M00967_43_000000000-A3JHG_1_1101_14795_10009	1	77
M00967_43_000000000-A3JHG_1_2104_22655_13935	1	44
M00967_43_000000000-A3JHG_1_2104_13907_5720	1	25
M00967_43_000000000-A3JHG_1_2104_5334_9511	2	41
M00967_43_000000000-A3JHG_1_1110_22973_24036	1	26
M00967_43_000000000-A3JHG_1_1110_10247_4258	1	33
M00967_43_000000000-A3JHG_1_2112_22109_7396	1	128
M00967_43_000000000-A3JHG_1_2103_21196_8902	1	290
M00967_43_000000000-A3JHG_1_1114_6525_17397	5	38
M00967_43_000000000-A3JHG_1_1103_8325_20523	1	1252
M00967_43_000000000-A3JHG_1_2106_12555_19139	1	171
M00967_43_000000000-A3JHG_1_1113_15713_20246	95	45
M00967_43_000000000-A3JHG_1_2105_18448_20914	1	815
M00967_43_000000000-A3JHG_1_2104_18703_13813	1	124
M00967_43_000000000-A3JHG_1_2101_6381_5835	1	115
M00967_43_000000000-A3JHG_1_1102_26026_7377	2	228
M00967_43_000000000-A3JHG_1_1107_8942_4071	1	724
M00967_43_000000000-A3JHG_1_1106_20260_3499	1	1393
M00967_43_000000000-A3JHG_1_2112_13008_12097	1	31
M00967_43_000000000-A3JHG_1_2109_17942_23500	2	305
M00967_43_000000000-A3JHG_1_2103_26722_19971	1	819
M00967_43_000000000-A3JHG_1_2102_26862_13663	1	308
M00967_43_000000000-A3JHG_1_1105_10061_25784	1	39
M00967_43_000000000-A3JHG_1_1101_25557_7191	395	15
M00967_43_000000000-A3JHG_1_2101_16146_27054	1	1056
M00967_43_000000000-A3JHG_1_2101_9623_24039	1	1260
M00967_43_000000000-A3JHG_1_2113_9766_20824	1	6
M00967_43_000000000-A3JHG_1_1113_13488_19198	1	503
M00967_43_000000000-A3JHG_1_1114_10793_25631	1	887
M00967_43_000000000-A3JHG_1_2103_18272_11358	1	189
M00967_43_000000000-A3JHG_1_1113_11170_13480	1	73
M00967_43_000000000-A3JHG_1_2104_17991_24804	1	12
M00967_43_000000000-A3JHG_1_1114_13728_25630	1	550
M00967_43_000000000-A3JHG_1_1111_10495_10251	1	359
M00967_43_000000000-A3JHG_1_1103_24163_11152	1	4
M00967_43_000000000-A3JHG_1_1111_23127_25170	1	1263
M00967_43_000000000-A3JHG_1_1101_9601_14714	1	62
M00967_43_000000000-A3JHG_1_1110_14616_8982	1	359
M00967_43_000000000-A3JHG_1_2111_17090_16517	1	442
M00967_43_000000000-A3JHG_1_1104_18143_6251	1	1255
M00967_43_000000000-A3JHG_1_1106_24070_11025	1	155
M00967_43_000000000-A3JHG_1_1107_19206_12353	1	93
M00967_43_000000000-A3JHG_1_2104_13370_20256	1	173
M00967_43_000000000-A3JHG_1_1109_17135_9031	1	30
M00967_43_000000000-A3JHG_1_1102_9152_22858	1	125
M00967_43_000000000-A3JHG_1_2107_5388_18712	1	7
M00967_43_000000000-A3JHG_1_2113_7162_12418	1	181
M00967_43_000000000-A3JHG_1_1103_4990_17220	1	101
M00967_43_000000000-A3JHG_1_1114_12698_26514	2	29
M00967_43_000000000-A3JHG_1_1114_23288_13657	1	67
M00967_43_000000000-A3JHG_1_1112_26981_19354	1	37
M00967_43_000000000-A3JHG_1_1104_14895_8389	1	67
M00967_43_000000000-A3JHG_1_1111_17201_2190	2	1287
M00967_43_000000000-A3JHG_1_2114_15624_27931	1	471
M00967_43_000000000-A3JHG_1_1107_8443_26626	1	497
M00967_43_000000000-A3JHG_1_1110_12324_20096	1	171
M00967_43_000000000-A3JHG_1_1112_26776_17135	1	1123
M00967_43_000000000-A3JHG_1_1105_18093_6794	1	1212
M00967_43_000000000-A3JHG_1_2112_13949_14869	4	33
M00967_43_000000000-A3JHG_1_1112_16691_24484	1	471
M00967_43_000000000-A3JHG_1_1107_12206_9991	1	1410
M00967_43_000000000-A3JHG_1_2105_9663_21642	1	33
M00967_43_000000000-A3JHG_1_2107_21356_14646	1	37
M00967_43_000000000-A3JHG_1_1106_10727_26074	1	44
M00967_43_000000000-A3JHG_1_1105_13025_22602	1	984
M00967_43_000000000-A3JHG_1_1107_17966_11949	1	2
M00967_43_000000000-A3JHG_1_1110_11103_5455	1	148
M00967_43_000000000-A3JHG_1_2105_17034_17297	1	50
M00967_43_000000000-A3JHG_1_2112_19217_27994	1	31
M00967_43_000000000-A3JHG_1_1108_11205_26688	2	1203
M00967_43_000000000-A3JHG_1_1102_8766_20777	1	66
M00967_43_000000000-A3JHG_1_1110_11557_4569	1	214
M00967_43_000000000-A3JHG_1_1107_17361_17423	1	25
M00967_43_000000000-A3JHG_1_1105_23876_16957	1	1473
